,bengali_text,result
2952,"জীবন হিসাবে প্রতিটি মুহুর্ত অনুসরণ করুন , হাসতে হাসতে জীবনযাপন করুন , স্বপ্নগুলি দেখুন , সুন্দর স্মৃতি তৈরি করুন।",0
2953,ভালসাদের তীর্থযাত্রা স্তম্ভটি প্রাচীন গুপ্ত আমলের একটি মন্দির।,0
2954,"ফিল্মে নাচের অর্থ পিক  , ড্রপ , তারপরে মুখ ফিরিয়ে নিন।",1
2955,"বিশ্ব পরিবর্তন করার বিষয়ে কথা বলছি , তবে নিজেকে শুরু করছেন না",1
2956,"অন্যের সুখের সাথে জড়িত  , নিজেকে ফুল ফোটান।",0
2957,"সত্য এবং সততার  ধরুন , এটি সাফল্যের সবচেয়ে সুন্দর মন্ত্র।",0
2958,"স্বপ্নের ডানা দিন , তারা আকাশকে স্পর্শ করবে , এটিকে নতুন উচ্চতায় নিয়ে যাবে।",0
2959,"প্রকল্পটি জমা দেওয়ার পরে ,  সময় আছে যে আমি ল্যাপটপটিও স্পর্শ করতে চাই না।",1
2960,"প্রথম বৃষ্টির সুগন্ধি , স্থল থেকে উত্থিত প্রত্যাশার সুগন্ধযুক্ত গন্ধ।",0
2961,"প্রকৃতির কোলে হাঁটুন , শান্তির অভিজ্ঞতা নিয়ে ফিরে আসুন এবং অন্যের কাছে শান্তির পাঠ শেখান।",0
2962,The। সময়ের ক্লান্তি মুছে ফেলে পুরানো গাছের ছায়ায় শান্তির সমুদ্র।,0
2963,"নদীর প্রবাহে প্রবাহ , নমনীয়তার সাথে জীবনের উত্থান -পতনের মুখোমুখি।",0
2964,"ভুলের সাথে সুদার ,  ভাল ব্যক্তি হওয়ার পথে অবিচ্ছিন্নভাবে হাঁটুন।",0
2965,জুনাগড় দুর্গ গুজরাটের একটি  তিহাসিক সাইট।,0
2966,"অন্যকে সহায়তা করতে , সুখ ভাগ করে নিতে , নিজেকে বাড়াতে হাত বাড়ান।",0
2967,জুনাগড় দুর্গ গুজরাটের একটি  তিহাসিক সাইট।,0
2968,"দাদির গল্পগুলিতে হারিয়ে গেছে , সময়ের নদীতে প্রবাহিত স্বপ্ন দেখে।",0
2969,"সূর্যের রশ্মিগুলিকে আলোকিত করুন , প্রতিটি প্রশ্নের উত্তর পান , একটি উজ্জ্বল ভবিষ্যতের জন্য একটি  তৈরি করুন।",0
2970,"জীবনের কাজকে জীবনের নৃত্য হিসাবে বিবেচনা করুন , প্রতিটি পদক্ষেপই আনন্দের সুরে খেলবে।",0
2971,"ভুল থেকে শিখুন ,  ভাল ব্যক্তি হওয়ার পথে অবিচ্ছিন্নভাবে হাঁটুন।",0
2972,"আমাদের ভবিষ্যত , আমরা এটি পছন্দ করি বা না করি !",1
2973,"কঠোর পরিশ্রমকে অভ্যাস করুন , অলসতা মুছে ফেলুন , সাফল্যের স্বাদ দিন।",0
2974,"জীবন খোলা আকাশ , ঘুড়ির মতো স্বপ্ন উড়ে , উচ্চতা স্পর্শ।",0
2975,গির জাতীয় উদ্যান এশিয়ান লায়নদের প্রাকৃতিক আবাস।,0
